date,appliance_type,ambient_temperature,process_temperature,rotational_speed,torque,service_required,TWF,HDF,PWF,OSF,RNF,temp_diff,device_age_months,failure_risk_score,risk_category,device_id,day,power_consumption_kwh,ambient_temperature_energy,usage_hours_daily,energy_per_hour,region,appliance_type_energy
7213,M,299.8,309.7,1705.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,3.433333333333333,0.007714277,Low Risk,7212,2016-02-24,11.23,2.0218749999999996,2.4,4.679166666666667,South,Refrigerator
7214,M,299.8,309.8,1427.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.533333333333333,0.011234742,Low Risk,7213,2016-05-26,21.17,14.92361111111111,2.4,8.820833333333335,East,AC
7215,M,299.9,309.8,1625.0,41.2,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,3.6333333333333333,0.0025316423,Low Risk,7214,2016-04-24,11.780000000000001,4.091666666666667,2.4,4.908333333333334,East,Washing Machine
7216,L,299.9,309.8,1477.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,3.7333333333333334,0.005224069,Low Risk,7215,2016-04-25,10.82,4.853472222222222,2.4,4.508333333333334,East,Washing Machine
7217,M,300.0,309.9,1651.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,3.8,0.010040058,Low Risk,7216,2016-02-22,13.450000000000001,8.370833333333334,2.4,5.604166666666667,South,Refrigerator
7218,L,299.9,309.8,1716.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,3.9,0.006567586,Low Risk,7217,2016-05-23,11.96,12.570486111111112,2.4,4.983333333333334,South,Refrigerator
7219,H,299.9,309.8,1400.0,48.7,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,3.966666666666667,0.004323091,Low Risk,7218,2016-02-27,11.99,3.060416666666667,2.4,4.995833333333334,West,Washing Machine
7220,M,299.8,309.7,1556.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,4.133333333333334,0.0027608606,Low Risk,7219,2016-05-15,14.98,8.556597222222221,2.4,6.241666666666667,East,AC
7221,L,299.8,309.7,1429.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,4.233333333333333,0.006452124,Low Risk,7220,2016-01-17,20.55,0.3927083333333334,2.4,8.5625,East,Refrigerator
7222,H,299.7,309.6,1433.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,4.3,0.009314152,Low Risk,7221,2016-01-26,10.27,9.551388888888887,2.4,4.279166666666667,East,Refrigerator
7223,M,299.8,309.7,1320.0,61.7,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,4.466666666666667,0.029556874,Low Risk,7222,2016-05-18,11.84,12.92361111111111,2.4,4.933333333333334,North,Refrigerator
7224,L,299.8,309.6,1374.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,4.566666666666666,0.0076563368,Low Risk,7223,2016-05-04,11.370000000000001,9.895833333333334,2.4,4.737500000000001,North,Washing Machine
7225,L,299.8,309.6,1598.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,4.633333333333334,0.0037414085,Low Risk,7224,2016-02-16,13.42,0.08749999999999998,2.4,5.591666666666667,North,Washing Machine
7226,M,299.8,309.7,1910.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,4.7,0.010739109,Low Risk,7225,2016-05-14,14.34,9.61736111111111,2.4,5.9750000000000005,North,Washing Machine
7227,L,299.7,309.6,1399.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,4.8,0.008307477,Low Risk,7226,2016-03-31,11.4,6.925,2.4,4.75,North,Refrigerator
7228,L,299.7,309.6,1720.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,4.866666666666666,0.026161028,Low Risk,7227,2016-03-12,14.2,4.529861111111111,2.4,5.916666666666667,South,Washing Machine
7229,H,299.8,309.7,1368.0,47.4,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,4.933333333333334,0.005649728,Low Risk,7228,2016-03-22,10.24,6.911805555555556,2.4,4.266666666666667,North,Refrigerator
7230,L,299.8,309.8,1749.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.1,0.008601854,Low Risk,7229,2016-05-14,14.34,9.61736111111111,2.4,5.9750000000000005,North,Washing Machine
7231,L,299.8,309.8,1542.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.166666666666667,0.0063814963,Low Risk,7230,2016-03-16,22.81,5.24375,2.4,9.504166666666666,East,Refrigerator
7232,L,299.8,309.9,1553.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,5.233333333333333,0.0076313396,Low Risk,7231,2016-02-09,18.11,4.990972222222222,2.4,7.545833333333333,South,AC
7233,M,299.9,309.9,1639.0,42.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.3,0.004830533,Low Risk,7232,2016-01-30,18.79,6.920138888888889,2.4,7.829166666666667,South,AC
7234,L,299.9,310.0,1447.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,5.4,0.011028483,Low Risk,7233,2016-04-01,8.58,7.143055555555555,2.4,3.575,East,Refrigerator
7235,M,299.8,310.0,1397.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.466666666666667,0.009629008,Low Risk,7234,2016-04-26,10.66,3.793055555555556,2.4,4.441666666666667,West,Washing Machine
7236,L,299.8,310.0,1361.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.566666666666666,0.014982948,Low Risk,7235,2016-05-21,23.28,17.851041666666667,2.4,9.700000000000001,North,AC
7237,M,299.8,310.0,1460.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.633333333333334,0.005701548,Low Risk,7236,2016-02-16,13.42,0.08749999999999998,2.4,5.591666666666667,North,Washing Machine
7238,M,299.8,310.0,1632.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.733333333333333,0.0057163886,Low Risk,7237,2016-05-21,23.28,17.851041666666667,2.4,9.700000000000001,North,AC
7239,L,299.8,310.0,1697.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.833333333333333,0.0067640943,Low Risk,7238,2016-03-27,10.52,8.969791666666666,2.4,4.383333333333334,East,AC
7240,L,299.8,310.1,1553.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,5.9,0.008613927,Low Risk,7239,2016-04-08,19.36,7.957986111111111,2.4,8.066666666666666,East,Washing Machine
7241,M,299.9,310.1,1362.0,56.3,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,5.966666666666667,0.041703,Low Risk,7240,2016-04-07,9.91,7.427083333333333,2.4,4.129166666666667,South,AC
7242,M,299.9,310.0,1484.0,42.1,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,6.066666666666666,0.008762688,Low Risk,7241,2016-02-12,16.97,3.213888888888889,2.4,7.070833333333333,West,Washing Machine
7243,H,299.9,310.1,1447.0,51.4,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,6.166666666666667,0.008489304,Low Risk,7242,2016-03-08,10.77,3.252083333333333,2.4,4.4875,South,Washing Machine
7244,M,300.0,310.2,1393.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,6.333333333333333,0.011094377,Low Risk,7243,2016-02-07,11.43,8.263541666666667,2.4,4.7625,North,AC
7245,L,300.0,310.2,1760.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,6.433333333333334,0.06213068,Low Risk,7244,2016-02-14,14.75,2.732291666666667,2.4,6.145833333333334,East,Refrigerator
7246,L,300.0,310.1,1477.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,6.5,0.05383718,Low Risk,7245,2016-05-14,14.34,9.61736111111111,2.4,5.9750000000000005,North,Washing Machine
7247,L,299.9,310.1,1681.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,6.566666666666666,0.045501515,Low Risk,7246,2016-05-27,14.86,17.195412844036696,1.8166666666666667,8.179816513761468,East,Refrigerator
7248,M,300.0,310.1,1314.0,53.5,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,6.633333333333334,0.020764787,Low Risk,7247,2016-03-15,14.01,4.321180555555555,2.4,5.8375,West,AC
7249,L,300.0,310.1,1762.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,6.733333333333333,0.07252334,Low Risk,7248,2016-02-21,12.76,10.849652777777777,2.4,5.316666666666666,South,AC
7250,L,299.9,310.0,1402.0,44.7,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,6.8,0.06547525,Low Risk,7249,2016-04-04,27.15,12.443402777777777,2.4,11.3125,East,AC
7251,M,300.1,310.2,1429.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,6.866666666666666,0.04783836,Low Risk,7250,2016-05-26,21.17,14.92361111111111,2.4,8.820833333333335,East,AC
7252,M,300.2,310.3,1448.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,6.966666666666667,0.076976724,Low Risk,7251,2016-04-30,20.22,7.4906250000000005,2.4,8.425,South,Washing Machine
7253,H,300.2,310.4,1501.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,7.066666666666666,0.028326776,Low Risk,7252,2016-01-25,9.47,9.531597222222222,2.4,3.9458333333333337,West,Washing Machine
7254,L,300.3,310.5,1522.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,7.233333333333333,0.48354176,Medium Risk,7253,2016-03-19,16.37,5.642361111111111,2.4,6.820833333333334,East,Washing Machine
7255,L,300.3,310.4,1493.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,7.3,0.6856726,High Risk,7254,2016-04-24,11.780000000000001,4.091666666666667,2.4,4.908333333333334,East,Washing Machine
7256,M,300.2,310.3,1704.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,7.366666666666666,0.825778,High Risk,7255,2016-03-14,23.62,3.107291666666667,2.4,9.841666666666667,West,AC
7257,H,300.2,310.3,1408.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,0.0,0.0020988379,Low Risk,7256,2016-02-20,14.51,8.41875,2.4,6.045833333333333,West,AC
7258,L,300.2,310.4,1518.0,41.8,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,0.16666666666666666,0.0017533121,Low Risk,7257,2016-03-21,11.200000000000001,6.973958333333333,2.4,4.666666666666667,North,AC
7259,L,300.3,310.4,1742.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,0.23333333333333334,0.0010834824,Low Risk,7258,2016-03-06,12.92,2.7618055555555556,2.4,5.383333333333334,West,AC
7260,M,300.4,310.5,1500.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,0.3,0.0010755612,Low Risk,7259,2016-02-04,14.450000000000001,5.700347222222223,2.4,6.020833333333334,South,Refrigerator
7261,L,300.4,310.5,2424.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,0.4,0.019367805,Low Risk,7260,2016-04-24,11.780000000000001,4.091666666666667,2.4,4.908333333333334,East,Washing Machine
7262,L,300.4,310.5,1818.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,0.4666666666666667,0.0010085276,Low Risk,7261,2016-05-23,11.96,12.570486111111112,2.4,4.983333333333334,South,Refrigerator
7263,M,300.4,310.6,1545.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,0.5333333333333333,0.002415498,Low Risk,7262,2016-05-08,9.87,19.372569444444444,2.4,4.1125,North,AC
7264,L,300.4,310.6,1429.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,0.6333333333333333,0.032719422,Low Risk,7263,2016-01-19,11.99,-2.9291666666666667,2.4,4.995833333333334,West,Refrigerator
7265,M,300.4,310.6,1448.0,44.9,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,0.7,0.004327118,Low Risk,7264,2016-03-10,13.38,4.634375,2.4,5.575,West,Washing Machine
7266,L,300.4,310.6,1384.0,48.7,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,0.8,0.02012506,Low Risk,7265,2016-05-14,14.34,9.61736111111111,2.4,5.9750000000000005,North,Washing Machine
7267,L,300.4,310.5,1578.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,0.8666666666666667,0.0034921549,Low Risk,7266,2016-02-28,7.7,2.54375,2.4,3.2083333333333335,North,Refrigerator
7268,L,300.5,310.5,1695.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9333333333333333,0.0029541405,Low Risk,7267,2016-03-01,10.42,2.4524305555555554,2.4,4.341666666666667,West,AC
7269,L,300.5,310.6,1543.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.0,0.0035419313,Low Risk,7268,2016-03-20,16.15,5.882986111111111,2.4,6.729166666666666,North,Refrigerator
7270,M,300.4,310.5,1540.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.0666666666666667,0.0023815131,Low Risk,7269,2016-02-16,13.42,0.08749999999999998,2.4,5.591666666666667,North,Washing Machine
7271,L,300.2,310.4,1808.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,1.1666666666666667,0.0022175584,Low Risk,7270,2016-02-10,13.88,4.232638888888889,2.4,5.783333333333334,North,Washing Machine
7272,M,300.3,310.4,1293.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,1.2333333333333334,0.0026775303,Low Risk,7271,2016-03-12,14.2,4.529861111111111,2.4,5.916666666666667,South,Washing Machine
7273,L,300.2,310.3,1202.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.3333333333333333,0.0018530082,Low Risk,7272,2016-04-12,15.9,10.648263888888888,2.4,6.625,West,Washing Machine
7274,M,300.2,310.3,1704.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.4,0.00381467,Low Risk,7273,2016-01-24,21.64,6.887847222222223,2.4,9.016666666666667,East,Washing Machine
7275,M,300.2,310.3,1478.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.5,0.0025550032,Low Risk,7274,2016-03-29,13.17,8.307291666666666,2.4,5.4875,South,Washing Machine
7276,L,300.2,310.3,1514.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.6,0.0037462479,Low Risk,7275,2016-01-18,13.530000000000001,-2.9378472222222225,2.4,5.637500000000001,North,Refrigerator
7277,M,300.1,310.3,1350.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,1.6666666666666667,0.0099500455,Low Risk,7276,2016-02-15,16.95,2.7444444444444445,2.4,7.0625,West,AC
7278,L,300.1,310.2,1475.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,1.7666666666666666,0.014660169,Low Risk,7277,2016-02-27,11.99,3.060416666666667,2.4,4.995833333333334,West,Washing Machine
7279,H,300.0,310.1,1714.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.8333333333333333,0.0026776956,Low Risk,7278,2016-04-04,27.15,12.443402777777777,2.4,11.3125,East,AC
7280,L,300.0,310.1,1465.0,40.9,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,2.0,0.0034713254,Low Risk,7279,2016-02-07,11.43,8.263541666666667,2.4,4.7625,North,AC
7281,L,299.9,310.2,1288.0,69.6,1.0,0.0,0.0,1.0,0.0,0.0,10.300000000000011,2.066666666666667,0.9975713,High Risk,7280,2016-03-01,10.42,2.4524305555555554,2.4,4.341666666666667,West,AC
7282,L,300.0,310.2,1675.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.1333333333333333,0.004825543,Low Risk,7281,2016-04-23,15.120000000000001,7.106597222222223,2.4,6.300000000000001,East,Refrigerator
7283,L,300.0,310.2,1486.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.2,0.004003146,Low Risk,7282,2016-04-20,11.61,8.882291666666667,2.4,4.8375,East,AC
7284,M,300.0,310.2,1443.0,58.7,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.2666666666666666,0.117370725,Low Risk,7283,2016-02-08,21.22,7.980208333333333,2.4,8.841666666666667,West,AC
7285,M,300.1,310.3,1345.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.3666666666666667,0.009865592,Low Risk,7284,2016-05-16,14.42,10.286805555555555,2.4,6.008333333333334,East,Refrigerator
7286,M,300.2,310.4,1202.0,61.7,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.466666666666667,0.012340529,Low Risk,7285,2016-04-01,8.58,7.143055555555555,2.4,3.575,East,Refrigerator
7287,M,300.1,310.4,1480.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,10.299999999999955,2.566666666666667,0.0037912037,Low Risk,7286,2016-01-20,16.48,-1.621875,2.4,6.866666666666667,East,AC
7288,M,300.2,310.4,1530.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.6666666666666665,0.0046113865,Low Risk,7287,2016-04-25,10.82,4.853472222222222,2.4,4.508333333333334,East,Washing Machine
7289,M,300.2,310.6,1983.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,10.400000000000034,2.7666666666666666,0.0025539778,Low Risk,7288,2016-01-11,5.74,5.9226190476190474,0.7,8.200000000000001,South,AC
7290,L,300.3,310.6,1433.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,2.8666666666666667,0.04042666,Low Risk,7289,2016-02-18,12.06,1.1670138888888888,2.4,5.025,West,Refrigerator
7291,L,300.3,310.6,1806.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,2.933333333333333,0.0029341718,Low Risk,7290,2016-01-31,18.64,7.171527777777778,2.4,7.7666666666666675,West,Refrigerator
7292,L,300.2,310.5,1416.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,3.0,0.029561954,Low Risk,7291,2016-03-15,14.01,4.321180555555555,2.4,5.8375,West,AC
7293,M,300.1,310.4,1556.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,10.299999999999955,3.066666666666667,0.003284428,Low Risk,7292,2016-01-25,9.47,9.531597222222222,2.4,3.9458333333333337,West,Washing Machine
7294,L,300.1,310.5,1627.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,3.1666666666666665,0.006015157,Low Risk,7293,2016-05-21,23.28,17.851041666666667,2.4,9.700000000000001,North,AC
7295,L,300.1,310.6,1809.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,10.5,3.2333333333333334,0.0046992465,Low Risk,7294,2016-03-11,10.23,4.353125,2.4,4.2625,South,AC
7296,M,300.1,310.5,1329.0,57.4,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,3.3,0.0045224065,Low Risk,7295,2016-05-27,14.86,17.195412844036696,1.8166666666666667,8.179816513761468,East,Refrigerator
7297,H,300.0,310.4,1881.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,3.4,0.0027229514,Low Risk,7296,2016-04-06,12.61,8.603124999999999,2.4,5.254166666666666,East,AC
7298,L,300.1,310.5,1500.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,3.566666666666667,0.004467133,Low Risk,7297,2016-04-24,11.780000000000001,4.091666666666667,2.4,4.908333333333334,East,Washing Machine
7299,L,300.1,310.5,1532.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,3.6333333333333333,0.0048318035,Low Risk,7298,2016-02-13,13.84,2.301041666666667,2.4,5.766666666666667,South,Refrigerator
7300,L,300.1,310.5,1492.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,3.7,0.010939159,Low Risk,7299,2016-05-13,24.28,16.774652777777778,2.4,10.116666666666667,West,Washing Machine
7301,L,300.2,310.6,1431.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,10.400000000000034,3.7666666666666666,0.009416192,Low Risk,7300,2016-04-29,16.06,6.675810185185185,2.4,6.691666666666666,North,Refrigerator
7302,L,300.1,310.4,1554.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,10.299999999999955,3.8333333333333335,0.0049614403,Low Risk,7301,2016-02-12,16.97,3.213888888888889,2.4,7.070833333333333,West,Washing Machine
7303,L,300.1,310.5,1494.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,3.9,0.0045575197,Low Risk,7302,2016-04-17,15.25,5.509375,2.4,6.354166666666667,West,AC
7304,L,300.1,310.6,1374.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0,10.5,3.966666666666667,0.015574748,Low Risk,7303,2016-03-11,10.23,4.353125,2.4,4.2625,South,AC
7305,L,300.1,310.5,1394.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,4.033333333333333,0.006395977,Low Risk,7304,2016-01-20,16.48,-1.621875,2.4,6.866666666666667,East,AC
7306,M,300.0,310.5,1790.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.1,0.0054397136,Low Risk,7305,2016-04-03,10.34,15.3125,2.4,4.308333333333334,East,AC
7307,L,300.1,310.5,1356.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,4.2,0.016192932,Low Risk,7306,2016-03-15,14.01,4.321180555555555,2.4,5.8375,West,AC
7308,M,300.0,310.4,1385.0,52.1,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,4.266666666666667,0.010240078,Low Risk,7307,2016-03-27,10.52,8.969791666666666,2.4,4.383333333333334,East,AC
7309,L,300.0,310.4,1333.0,49.1,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,4.366666666666666,0.015094942,Low Risk,7308,2016-01-11,5.74,5.9226190476190474,0.7,8.200000000000001,South,AC
7310,L,300.0,310.4,1505.0,44.9,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,4.433333333333334,0.010456566,Low Risk,7309,2016-05-22,15.86,15.51388888888889,2.4,6.608333333333333,South,Washing Machine
7311,L,300.0,310.5,1606.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.5,0.0060284315,Low Risk,7310,2016-03-30,12.63,9.071874999999999,2.4,5.2625,West,AC
7312,H,300.0,310.5,1558.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.566666666666666,0.0024904714,Low Risk,7311,2016-01-25,9.47,9.531597222222222,2.4,3.9458333333333337,West,Washing Machine
7313,L,300.0,310.5,1412.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.733333333333333,0.026813667,Low Risk,7312,2016-02-07,11.43,8.263541666666667,2.4,4.7625,North,AC
7314,L,299.9,310.4,1408.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.8,0.009397511,Low Risk,7313,2016-02-02,11.22,8.3,2.4,4.675000000000001,West,AC
7315,L,299.9,310.3,1268.0,53.3,0.0,0.0,0.0,0.0,0.0,0.0,10.400000000000034,4.866666666666666,0.0037545306,Low Risk,7314,2016-04-28,13.81,4.531134259259259,2.4,5.754166666666667,North,AC
7316,L,299.9,310.4,1470.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.933333333333334,0.016633399,Low Risk,7315,2016-04-26,10.66,3.793055555555556,2.4,4.441666666666667,West,Washing Machine
7317,L,299.9,310.4,1497.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5.0,0.012722457,Low Risk,7316,2016-05-02,12.33,10.198958333333334,2.4,5.1375,East,Refrigerator
7318,L,299.9,310.3,1638.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,10.400000000000034,5.066666666666666,0.039455026,Low Risk,7317,2016-04-17,15.25,5.509375,2.4,6.354166666666667,West,AC
7319,H,299.9,310.3,1535.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,10.400000000000034,5.133333333333334,0.0030263832,Low Risk,7318,2016-02-07,11.43,8.263541666666667,2.4,4.7625,North,AC
7320,L,299.8,310.2,1654.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,5.3,0.009618506,Low Risk,7319,2016-02-21,12.76,10.849652777777777,2.4,5.316666666666666,South,AC
7321,H,299.8,310.2,1411.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,5.366666666666666,0.012599142,Low Risk,7320,2016-04-18,10.34,6.659722222222222,2.4,4.308333333333334,East,Washing Machine
7322,L,299.8,310.2,1911.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,5.533333333333333,0.037195586,Low Risk,7321,2016-03-11,10.23,4.353125,2.4,4.2625,South,AC
7323,H,299.8,310.2,1573.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,5.6,0.0035825726,Low Risk,7322,2016-05-12,10.4,16.525694444444444,2.4,4.333333333333334,South,AC
7324,L,299.9,310.2,1479.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,5.766666666666667,0.013285622,Low Risk,7323,2016-03-14,23.62,3.107291666666667,2.4,9.841666666666667,West,AC
7325,M,299.9,310.4,1820.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5.833333333333333,0.031760536,Low Risk,7324,2016-02-10,13.88,4.232638888888889,2.4,5.783333333333334,North,Washing Machine
7326,L,299.9,310.4,1419.0,45.7,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5.933333333333334,0.031437762,Low Risk,7325,2016-03-31,11.4,6.925,2.4,4.75,North,Refrigerator
7327,M,299.9,310.5,1335.0,52.9,0.0,0.0,0.0,0.0,0.0,0.0,10.600000000000023,6.0,0.01223973,Low Risk,7326,2016-01-20,16.48,-1.621875,2.4,6.866666666666667,East,AC
7328,M,299.9,310.5,1576.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,10.600000000000023,6.1,0.009552701,Low Risk,7327,2016-01-18,13.530000000000001,-2.9378472222222225,2.4,5.637500000000001,North,Refrigerator
7329,L,300.0,310.5,1517.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.2,0.015493505,Low Risk,7328,2016-03-09,12.5,5.178819444444445,2.4,5.208333333333334,East,Washing Machine
7330,M,299.9,310.4,1576.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.266666666666667,0.021806205,Low Risk,7329,2016-02-09,18.11,4.990972222222222,2.4,7.545833333333333,South,AC
7331,H,299.8,310.2,1537.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,10.399999999999977,6.366666666666666,0.008368467,Low Risk,7330,2016-01-30,18.79,6.920138888888889,2.4,7.829166666666667,South,AC
7332,L,299.8,310.3,1524.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.533333333333333,0.06382477,Low Risk,7331,2016-02-27,11.99,3.060416666666667,2.4,4.995833333333334,West,Washing Machine
7333,M,299.8,310.3,1805.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.6,0.16250636,Low Risk,7332,2016-05-19,10.08,12.264583333333333,2.4,4.2,North,Refrigerator
7334,M,299.9,310.4,1367.0,53.3,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.7,0.028907191,Low Risk,7333,2016-02-16,13.42,0.08749999999999998,2.4,5.591666666666667,North,Washing Machine
